Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,DistanceFromHome,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,StockOptionLevel,TrainingTimesLastYear,PercentSalaryHike,Attrition
43,Male,Divorced,Research & Development,Laboratory Technician,Other,4,3121,10,10,0,23,2,Travel_Frequently,1,1,3,3,No,1,1,13,No
29,Male,Married,Research & Development,Manufacturing Director,Marketing,2,11444,3,1,1,6,3,Travel_Rarely,4,4,3,4,No,2,3,11,Yes
29,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,3,9276,4,1,0,7,0,Travel_Rarely,1,3,3,3,Yes,1,2,18,No
39,Female,Single,Research & Development,Laboratory Technician,Medical,2,5858,1,12,1,20,5,Travel_Rarely,1,4,2,3,No,1,3,16,No
32,Female,Single,Research & Development,Research Scientist,Technical Degree,2,4855,1,1,1,11,4,Travel_Rarely,4,4,2,3,No,1,5,19,No
28,Male,Married,Research & Development,Research Scientist,Other,1,5984,28,0,0,11,2,Travel_Rarely,1,4,3,3,Yes,0,1,18,Yes
56,Male,Married,Sales,Sales Executive,Marketing,3,8787,15,6,1,36,3,Travel_Frequently,4,2,3,3,Yes,1,3,17,No
45,Male,Married,Research & Development,Laboratory Technician,Marketing,2,5696,5,22,3,22,3,Travel_Rarely,1,2,3,3,Yes,2,4,14,No
22,Female,Single,Sales,Manager,Medical,3,15363,3,1,1,1,3,Non-Travel,3,2,2,3,No,1,3,19,No
18,Male,Married,Research & Development,Laboratory Technician,Technical Degree,3,3288,9,0,0,0,1,Non-Travel,4,4,4,3,No,2,3,15,No
45,Female,Married,Research & Development,Research Director,Life Sciences,3,17064,5,1,1,18,1,Travel_Rarely,3,3,2,4,No,0,1,17,No
47,Female,Married,Research & Development,Research Director,Other,3,17159,12,5,5,28,3,Travel_Rarely,4,3,2,3,No,1,4,16,No
41,Male,Single,Research & Development,Research Director,Life Sciences,4,17171,11,13,1,16,5,Travel_Rarely,4,2,3,3,No,1,5,11,No
33,Male,Single,Research & Development,Research Director,Human Resources,3,15502,28,0,0,7,3,Travel_Frequently,2,3,4,4,No,0,1,20,No
28,Female,Single,Research & Development,Research Scientist,Human Resources,2,2841,8,1,1,9,4,Travel_Rarely,4,2,3,3,No,0,4,16,No
45,Male,Married,Research & Development,Manufacturing Director,Medical,2,9319,1,3,0,28,4,Travel_Frequently,3,4,3,3,No,0,3,11,No
40,Male,Single,Human Resources,Manager,Medical,4,14957,15,3,0,19,5,Travel_Rarely,4,1,3,3,Yes,3,2,14,No
27,Male,Divorced,Research & Development,Research Scientist,Technical Degree,3,4409,1,7,4,7,0,Travel_Frequently,2,1,2,3,No,0,4,12,No
27,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,3,10120,9,1,0,4,3,Travel_Rarely,2,3,2,3,No,1,2,11,No
26,Female,Married,Research & Development,Manufacturing Director,Marketing,2,10514,22,1,0,1,3,Travel_Rarely,4,3,3,4,No,1,0,16,No
36,Male,Single,Sales,Sales Representative,Human Resources,4,3673,3,0,0,14,3,Non-Travel,3,4,2,3,Yes,1,4,13,No
49,Male,Married,Research & Development,Manufacturing Director,Life Sciences,3,11809,3,13,1,29,2,Travel_Rarely,1,4,3,3,Yes,1,1,11,No
39,Male,Married,Sales,Sales Executive,Marketing,4,6359,23,3,0,14,0,Travel_Rarely,3,3,3,3,No,1,6,20,No
39,Female,Married,Research & Development,Laboratory Technician,Marketing,3,3067,8,3,0,21,0,Travel_Rarely,3,1,2,3,No,0,1,16,No
28,Female,Divorced,Human Resources,Manager,Medical,3,15861,3,8,1,8,1,Travel_Rarely,2,2,3,3,No,1,4,11,No
41,Male,Married,Research & Development,Research Scientist,Marketing,3,3422,15,2,2,15,4,Travel_Rarely,3,4,3,3,No,0,6,14,No
29,Female,Married,Sales,Sales Representative,Other,3,2544,1,3,0,11,2,Travel_Rarely,1,4,3,3,Yes,0,2,11,Yes
27,Male,Married,Research & Development,Manufacturing Director,Marketing,3,9431,2,0,0,7,0,Travel_Rarely,4,2,3,3,Yes,0,0,15,No
41,Male,Divorced,Research & Development,Research Scientist,Human Resources,3,4636,1,4,1,17,3,Travel_Rarely,4,3,3,3,No,0,3,18,No
18,Male,Single,Research & Development,Manufacturing Director,Life Sciences,4,10775,12,0,0,0,2,Travel_Rarely,3,3,3,3,Yes,1,2,17,No
29,Female,Divorced,Human Resources,Human Resources,Other,3,2295,4,2,2,4,2,Travel_Rarely,3,1,4,3,No,0,4,16,No
21,Female,Divorced,Human Resources,Human Resources,Life Sciences,3,5062,1,0,0,0,1,Travel_Rarely,3,2,2,3,No,2,4,15,Yes
48,Male,Divorced,Research & Development,Research Scientist,Technical Degree,3,2968,4,2,2,22,3,Travel_Rarely,1,4,2,3,No,0,4,18,No
39,Male,Divorced,Sales,Sales Representative,Life Sciences,4,2689,12,5,1,21,3,Travel_Rarely,3,4,3,3,No,2,3,13,No
38,Female,Married,Research & Development,Manufacturing Director,Medical,1,10662,6,7,4,19,2,Travel_Frequently,4,3,2,3,Yes,0,2,15,No
32,Male,Single,Research & Development,Manufacturing Director,Human Resources,4,10773,4,12,8,12,2,Travel_Rarely,4,1,3,3,No,2,1,19,No
31,Female,Married,Sales,Manager,Technical Degree,2,15601,1,5,4,18,2,Travel_Frequently,4,3,4,3,Yes,2,1,12,No
46,Female,Married,Sales,Sales Executive,Technical Degree,1,6589,6,1,1,25,2,Travel_Rarely,2,2,2,3,No,1,4,16,No
28,Female,Married,Research & Development,Research Director,Technical Degree,3,17445,1,2,0,9,5,Travel_Rarely,3,4,2,3,No,1,5,12,No
39,Male,Single,Sales,Manager,Marketing,5,12627,2,0,0,16,2,Travel_Rarely,3,2,3,3,No,1,4,15,No
29,Male,Married,Research & Development,Research Scientist,Medical,4,3082,9,4,1,9,2,Travel_Frequently,4,2,3,3,Yes,1,3,15,No
39,Female,Married,Research & Development,Manufacturing Director,Marketing,4,8998,10,0,0,16,2,Travel_Rarely,1,4,2,3,No,1,1,14,No
25,Female,Married,Research & Development,Manufacturing Director,Other,2,11267,12,2,1,2,1,Travel_Rarely,1,3,3,3,No,3,3,20,No
41,Male,Married,Human Resources,Manager,Medical,3,13444,1,1,1,17,3,Travel_Rarely,4,3,2,3,Yes,0,4,11,No
40,Male,Divorced,Research & Development,Research Scientist,Life Sciences,3,3870,1,7,7,16,1,Travel_Rarely,3,2,3,3,Yes,0,4,11,No
35,Male,Single,Sales,Sales Representative,Marketing,4,2664,7,4,3,14,3,Travel_Rarely,2,3,4,4,No,0,2,11,No
34,Female,Single,Sales,Sales Representative,Other,4,1457,2,3,0,7,2,Travel_Rarely,3,4,3,3,No,1,2,15,No
47,Male,Single,Human Resources,Human Resources,Human Resources,4,4569,17,15,1,29,2,Travel_Rarely,4,4,3,3,Yes,0,4,16,No
31,Male,Married,Sales,Sales Representative,Human Resources,3,3606,3,0,0,13,5,Travel_Rarely,1,4,4,3,No,1,1,17,No
26,Female,Single,Research & Development,Research Director,Medical,3,17339,1,2,2,2,3,Travel_Rarely,3,3,3,4,No,3,4,15,No
53,Female,Married,Sales,Sales Executive,Human Resources,4,8551,16,6,2,30,2,Travel_Rarely,2,2,3,3,No,0,2,13,No
41,Female,Single,Research & Development,Research Director,Marketing,4,14428,4,0,0,24,2,Travel_Rarely,4,3,3,3,No,0,2,12,No
36,Male,Divorced,Research & Development,Laboratory Technician,Other,5,3906,1,15,2,15,3,Travel_Rarely,2,3,3,3,No,0,2,14,Yes
41,Female,Married,Sales,Sales Executive,Marketing,4,8484,1,8,3,20,0,Travel_Rarely,3,4,2,3,No,0,3,13,No
37,Female,Divorced,Research & Development,Research Director,Marketing,4,15360,1,2,1,17,1,Travel_Frequently,2,3,3,3,No,0,3,16,No
36,Male,Married,Research & Development,Research Director,Life Sciences,3,14982,3,1,1,13,3,Travel_Frequently,3,3,3,3,No,3,2,17,No
23,Male,Married,Research & Development,Research Scientist,Medical,3,4043,7,1,0,1,1,Travel_Rarely,2,3,3,4,No,0,2,11,Yes
39,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,3,12712,8,21,0,21,1,Travel_Rarely,3,4,3,3,No,1,4,20,No
56,Female,Single,Research & Development,Research Director,Human Resources,3,15242,7,2,2,32,1,Non-Travel,2,3,3,3,Yes,1,6,20,No
38,Male,Divorced,Research & Development,Research Scientist,Human Resources,3,4551,1,3,1,17,5,Travel_Rarely,4,2,3,3,Yes,2,3,17,No
26,Female,Single,Research & Development,Manufacturing Director,Human Resources,3,9950,1,2,2,2,3,Travel_Rarely,2,4,3,3,Yes,2,3,12,No
30,Female,Single,Sales,Sales Representative,Medical,3,3388,3,1,0,2,2,Travel_Frequently,1,3,1,3,Yes,3,2,20,Yes
25,Male,Single,Research & Development,Research Director,Technical Degree,1,16193,3,6,0,6,2,Travel_Rarely,4,1,3,3,Yes,0,6,18,No
31,Male,Single,Sales,Sales Representative,Marketing,3,2445,19,1,1,4,1,Travel_Rarely,3,1,2,3,No,0,3,14,No
34,Male,Single,Human Resources,Human Resources,Life Sciences,4,6044,1,0,0,12,2,Travel_Frequently,4,4,2,3,No,0,1,15,No
43,Female,Married,Research & Development,Research Scientist,Technical Degree,2,4153,12,0,0,20,4,Travel_Rarely,4,2,2,3,Yes,1,3,13,No
33,Female,Married,Research & Development,Research Scientist,Medical,3,4964,9,5,5,14,3,Travel_Frequently,2,4,2,3,No,1,5,12,No
37,Male,Married,Sales,Sales Executive,Marketing,4,7578,2,5,1,15,4,Travel_Rarely,4,1,4,3,Yes,2,2,13,No
39,Male,Married,Research & Development,Research Director,Technical Degree,1,15903,21,6,3,13,1,Travel_Frequently,2,4,3,3,No,1,0,13,No
35,Male,Single,Sales,Manager,Marketing,1,14195,1,0,0,15,1,Travel_Rarely,1,3,2,3,No,1,2,15,No
48,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,4,8059,1,4,2,28,2,Travel_Rarely,3,3,2,3,No,0,3,11,No
32,Male,Single,Research & Development,Research Scientist,Life Sciences,1,4607,19,2,2,7,3,Travel_Frequently,3,4,3,4,No,1,5,11,Yes
35,Male,Married,Research & Development,Research Director,Life Sciences,3,16762,7,3,3,12,1,Travel_Rarely,4,3,3,4,No,1,6,13,No
26,Male,Married,Research & Development,Manufacturing Director,Other,1,10439,4,1,1,6,1,Travel_Frequently,1,3,3,3,No,1,2,11,No
33,Male,Married,Research & Development,Laboratory Technician,Technical Degree,2,4886,1,4,0,12,3,Travel_Frequently,3,4,1,3,Yes,1,6,16,No
43,Male,Married,Research & Development,Research Scientist,Other,1,4750,11,10,8,20,3,Travel_Rarely,1,2,3,3,No,1,4,14,No
45,Male,Divorced,Research & Development,Research Scientist,Medical,3,8341,2,15,0,27,0,Travel_Frequently,2,4,3,3,Yes,0,4,14,No
47,Male,Married,Research & Development,Laboratory Technician,Other,3,5846,7,15,11,29,3,Travel_Rarely,4,4,3,3,Yes,0,3,14,No
40,Male,Single,Sales,Sales Representative,Marketing,4,3111,4,1,0,24,3,Travel_Rarely,4,4,3,3,No,1,2,16,No
40,Male,Married,Research & Development,Manufacturing Director,Medical,2,9908,1,1,0,20,3,Non-Travel,3,1,3,3,No,2,6,15,No
33,Male,Divorced,Research & Development,Research Scientist,Other,3,5397,17,6,4,14,5,Travel_Rarely,4,2,4,3,No,1,6,23,No
45,Male,Married,Sales,Manager,Technical Degree,4,12832,29,3,3,25,1,Travel_Rarely,4,2,2,3,No,1,3,18,No
28,Male,Married,Research & Development,Research Director,Human Resources,3,14990,5,2,2,2,1,Travel_Rarely,1,1,3,3,No,0,2,18,No
37,Female,Single,Research & Development,Manufacturing Director,Technical Degree,4,9455,3,2,1,17,2,Travel_Rarely,2,3,1,3,No,0,4,11,No
26,Male,Married,Sales,Manager,Other,2,14503,1,3,3,3,4,Travel_Rarely,3,1,3,3,No,0,2,14,No
35,Male,Divorced,Sales,Manager,Other,3,13233,1,2,0,11,2,Travel_Rarely,4,3,3,3,No,0,0,18,No
32,Female,Single,Sales,Sales Representative,Technical Degree,4,4241,1,3,1,8,5,Travel_Rarely,3,4,3,3,Yes,1,3,11,No
48,Female,Single,Research & Development,Research Director,Technical Degree,4,16246,1,1,1,32,3,Travel_Rarely,1,3,3,3,Yes,3,3,15,No
45,Male,Single,Human Resources,Manager,Other,2,14761,1,9,1,16,3,Travel_Rarely,4,4,3,3,No,2,3,11,No
24,Female,Married,Research & Development,Research Director,Marketing,1,16162,5,3,3,3,3,Travel_Rarely,3,4,3,3,No,1,2,12,No
40,Male,Single,Research & Development,Laboratory Technician,Technical Degree,3,2953,15,8,4,20,6,Travel_Rarely,3,2,3,3,No,1,5,22,No
34,Female,Single,Sales,Sales Representative,Medical,1,3774,7,0,0,14,4,Travel_Rarely,1,4,2,3,No,3,2,16,Yes
28,Female,Single,Research & Development,Laboratory Technician,Life Sciences,3,2756,6,4,2,9,2,Travel_Rarely,1,3,3,3,Yes,2,2,15,Yes
45,Male,Single,Sales,Sales Executive,Medical,3,4743,6,0,0,20,2,Non-Travel,4,4,3,4,No,1,1,11,No
38,Male,Divorced,Sales,Sales Representative,Other,2,3716,2,4,0,18,1,Travel_Rarely,3,4,3,3,No,1,3,17,No
38,Male,Married,Research & Development,Research Scientist,Other,3,4957,10,4,1,19,3,Travel_Rarely,2,4,3,4,Yes,0,4,11,Yes
26,Male,Married,Sales,Manager,Medical,3,13639,4,2,0,5,2,Travel_Rarely,3,3,3,3,No,1,4,13,No
25,Male,Married,Sales,Sales Executive,Marketing,3,8969,17,5,1,6,4,Travel_Frequently,3,3,3,3,No,1,3,11,Yes
27,Male,Divorced,Research & Development,Research Scientist,Technical Degree,4,4258,1,0,0,6,2,Travel_Rarely,4,3,2,4,No,1,1,16,Yes
30,Male,Single,Sales,Sales Representative,Medical,1,3236,8,3,2,8,0,Non-Travel,2,3,3,3,No,0,6,11,Yes
43,Male,Divorced,Research & Development,Laboratory Technician,Marketing,4,5403,3,8,1,20,1,Travel_Rarely,1,4,1,3,No,0,3,18,No
26,Male,Married,Research & Development,Laboratory Technician,Human Resources,3,5251,22,7,1,7,4,Travel_Rarely,1,1,3,3,Yes,1,4,13,Yes
43,Male,Married,Research & Development,Research Scientist,Human Resources,3,4179,1,0,0,18,3,Non-Travel,1,2,2,3,No,0,1,16,No
40,Female,Married,Research & Development,Manufacturing Director,Medical,2,9546,3,8,0,22,4,Travel_Rarely,4,1,4,3,No,0,4,16,No
51,Female,Married,Research & Development,Research Director,Marketing,3,16161,7,8,0,29,3,Travel_Rarely,1,2,2,3,Yes,1,3,18,No
46,Male,Divorced,Research & Development,Research Director,Technical Degree,3,15452,1,0,0,25,2,Travel_Rarely,3,3,3,3,No,1,0,12,No
25,Male,Married,Research & Development,Laboratory Technician,Other,3,2151,6,0,0,5,3,Travel_Rarely,3,1,3,3,Yes,0,4,15,No
39,Male,Single,Research & Development,Research Director,Human Resources,3,16696,1,7,5,16,4,Travel_Rarely,2,2,3,3,No,1,1,19,No
46,Male,Married,Research & Development,Research Director,Life Sciences,3,13579,6,4,0,26,3,Travel_Rarely,4,1,2,3,Yes,0,4,12,No
38,Male,Divorced,Research & Development,Research Scientist,Medical,4,3616,2,4,2,13,2,Travel_Rarely,4,4,4,4,Yes,0,1,16,No
44,Female,Divorced,Research & Development,Laboratory Technician,Marketing,4,5402,29,18,0,18,2,Travel_Rarely,2,1,3,3,No,1,5,24,No
44,Male,Married,Research & Development,Research Director,Medical,4,15874,24,2,1,24,6,Travel_Rarely,3,4,3,4,No,3,4,15,No
25,Female,Divorced,Human Resources,Manager,Technical Degree,2,14502,16,6,0,6,3,Travel_Rarely,4,1,2,3,No,1,1,15,No
25,Male,Married,Research & Development,Research Scientist,Other,4,4162,1,1,1,1,0,Travel_Rarely,3,1,3,3,Yes,0,4,22,No
43,Female,Married,Research & Development,Manufacturing Director,Technical Degree,3,8424,6,0,0,21,3,Non-Travel,3,4,3,3,Yes,2,1,19,No
40,Male,Single,Research & Development,Research Scientist,Marketing,2,5173,6,2,2,25,3,Travel_Frequently,2,4,2,3,No,0,4,18,No
27,Female,Married,Research & Development,Laboratory Technician,Technical Degree,1,1260,4,0,0,12,5,Non-Travel,4,1,3,3,No,0,3,19,No
36,Male,Single,Research & Development,Research Director,Life Sciences,2,14693,17,1,1,15,7,Travel_Rarely,4,4,3,3,No,1,2,20,No
36,Female,Divorced,Sales,Sales Representative,Marketing,1,4330,15,2,2,20,2,Travel_Rarely,3,3,3,3,Yes,1,3,16,No
39,Male,Single,Sales,Manager,Technical Degree,3,13180,1,2,2,19,2,Travel_Frequently,4,2,3,3,No,2,4,15,No
27,Female,Married,Research & Development,Manufacturing Director,Medical,2,9609,8,3,3,4,4,Travel_Rarely,4,2,3,3,Yes,2,2,13,No
39,Male,Married,Research & Development,Research Scientist,Medical,4,6636,12,14,1,14,5,Non-Travel,3,1,3,3,No,0,1,21,Yes
35,Male,Divorced,Sales,Sales Representative,Technical Degree,3,3292,9,1,1,18,5,Travel_Rarely,4,4,3,3,No,1,3,16,No
43,Male,Married,Research & Development,Research Director,Technical Degree,2,16762,18,13,1,17,4,Travel_Rarely,1,2,3,3,No,0,3,12,No
35,Male,Married,Research & Development,Laboratory Technician,Technical Degree,4,4496,4,10,7,10,4,Travel_Frequently,1,1,3,3,No,2,1,17,Yes
28,Male,Single,Sales,Manager,Life Sciences,4,15271,5,7,1,7,3,Travel_Rarely,4,2,1,3,No,1,0,11,No
41,Male,Divorced,Sales,Manager,Life Sciences,3,14123,1,3,0,18,2,Travel_Rarely,3,1,3,4,No,0,4,15,No
28,Female,Divorced,Sales,Manager,Marketing,2,12881,8,2,2,2,5,Travel_Rarely,4,3,2,3,Yes,1,2,16,Yes
43,Male,Married,Research & Development,Manufacturing Director,Medical,2,11404,4,4,1,23,5,Travel_Rarely,3,3,3,3,No,0,3,13,No
50,Female,Divorced,Research & Development,Research Director,Other,2,14403,1,2,2,25,4,Travel_Rarely,1,1,3,3,Yes,1,5,14,No
46,Female,Single,Sales,Manager,Medical,2,14253,4,3,0,20,1,Travel_Frequently,2,4,3,3,No,0,3,13,No
19,Male,Married,Research & Development,Research Director,Marketing,3,15012,1,0,0,0,3,Travel_Rarely,4,3,2,3,No,0,4,15,No
29,Female,Single,Research & Development,Research Scientist,Human Resources,3,4750,14,5,2,5,0,Travel_Rarely,3,3,2,3,No,0,1,14,No
36,Male,Single,Sales,Sales Executive,Human Resources,3,7453,16,5,0,14,2,Travel_Rarely,3,4,4,3,No,0,3,12,No
39,Male,Married,Sales,Sales Executive,Marketing,3,7205,2,2,0,19,3,Non-Travel,3,4,3,3,No,1,2,11,No
37,Female,Single,Sales,Sales Executive,Human Resources,4,7307,6,8,8,17,4,Travel_Rarely,1,4,3,4,No,1,2,17,No
37,Male,Single,Sales,Sales Representative,Other,3,3705,8,1,1,14,1,Travel_Frequently,4,4,4,3,No,0,2,12,No
38,Female,Married,Research & Development,Laboratory Technician,Human Resources,4,3867,14,1,1,21,5,Travel_Rarely,3,4,2,3,No,0,1,13,No
43,Male,Single,Research & Development,Research Director,Human Resources,5,16718,2,7,2,21,6,Travel_Rarely,1,3,3,3,Yes,1,2,11,No
30,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,4,3513,17,1,1,5,2,Travel_Frequently,2,4,3,3,No,0,2,14,Yes
30,Male,Married,Sales,Sales Executive,Medical,4,8302,1,9,0,9,3,Travel_Rarely,1,3,3,3,No,0,1,11,Yes
33,Female,Divorced,Research & Development,Laboratory Technician,Other,5,4103,22,7,5,12,2,Travel_Rarely,1,4,3,3,Yes,0,3,17,Yes
50,Female,Married,Research & Development,Manufacturing Director,Life Sciences,5,7907,2,1,0,30,3,Travel_Frequently,1,1,3,3,No,3,3,11,No
28,Female,Married,Sales,Sales Representative,Medical,4,2843,1,9,9,9,1,Travel_Rarely,4,4,3,3,No,0,4,11,No
46,Male,Single,Research & Development,Manufacturing Director,Human Resources,4,10621,12,5,5,23,2,Travel_Rarely,4,3,3,4,No,1,6,18,No
34,Female,Married,Sales,Sales Executive,Human Resources,4,7248,3,2,1,11,3,Travel_Rarely,3,3,4,3,Yes,0,3,18,No
38,Female,Divorced,Sales,Sales Representative,Life Sciences,3,5846,1,12,4,12,1,Non-Travel,3,3,3,4,No,1,1,17,No
40,Male,Married,Research & Development,Research Director,Technical Degree,4,15263,3,1,1,19,1,Travel_Rarely,3,2,3,3,No,1,2,13,No
21,Male,Single,Sales,Sales Executive,Technical Degree,4,6783,5,0,0,0,2,Travel_Rarely,3,3,3,4,Yes,3,6,14,No
44,Male,Married,Research & Development,Research Scientist,Technical Degree,4,3895,8,7,1,18,2,Travel_Rarely,3,3,2,3,No,1,3,18,No
46,Male,Married,Research & Development,Research Director,Technical Degree,3,15590,16,1,0,28,1,Travel_Frequently,3,4,2,3,Yes,2,2,13,No
31,Male,Married,Research & Development,Manufacturing Director,Marketing,1,8902,1,5,5,14,4,Non-Travel,2,4,2,3,Yes,0,6,14,No
18,Male,Married,Research & Development,Research Scientist,Technical Degree,3,5239,7,0,0,0,3,Travel_Rarely,2,3,2,3,No,0,6,12,No
24,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,3,3285,1,2,2,7,4,Travel_Rarely,1,1,3,4,No,0,1,11,No
30,Male,Married,Sales,Sales Representative,Other,4,2798,1,2,2,7,2,Travel_Frequently,1,2,3,3,No,1,6,13,Yes
56,Female,Single,Sales,Sales Representative,Life Sciences,3,3495,5,3,2,38,2,Travel_Rarely,4,3,2,3,Yes,0,2,18,No
20,Male,Married,Research & Development,Laboratory Technician,Medical,4,2564,5,0,0,0,2,Travel_Rarely,4,2,2,3,No,3,4,16,Yes
25,Male,Married,Sales,Manager,Other,4,13529,18,5,2,5,7,Travel_Frequently,3,4,3,3,No,1,5,12,Yes
33,Male,Divorced,Research & Development,Research Director,Human Resources,2,16957,1,7,1,13,2,Travel_Rarely,4,3,3,4,No,0,4,11,No
59,Male,Single,Research & Development,Laboratory Technician,Human Resources,4,3086,8,1,1,40,4,Non-Travel,1,4,3,3,No,2,3,11,No
30,Male,Married,Research & Development,Research Director,Technical Degree,2,14844,13,5,1,10,2,Travel_Frequently,4,1,2,3,No,0,2,18,No
32,Female,Married,Sales,Sales Representative,Medical,2,5951,3,2,0,11,3,Travel_Rarely,3,3,3,3,Yes,1,6,17,Yes
51,Male,Married,Research & Development,Research Director,Medical,3,16836,1,5,0,30,3,Travel_Rarely,3,1,3,4,No,2,5,11,No
34,Female,Single,Research & Development,Research Scientist,Other,3,5617,9,3,1,16,2,Travel_Rarely,4,2,2,3,No,2,0,15,No
39,Female,Divorced,Sales,Manager,Life Sciences,3,13352,11,10,2,10,1,Travel_Rarely,3,1,3,3,No,0,4,19,No
39,Male,Divorced,Human Resources,Human Resources,Medical,3,3713,1,4,1,21,4,Travel_Rarely,4,3,4,3,Yes,0,3,11,No
33,Male,Divorced,Research & Development,Research Director,Other,4,15143,1,11,0,11,4,Travel_Rarely,4,4,3,3,No,1,4,12,No
31,Female,Married,Research & Development,Research Director,Medical,3,15904,3,1,0,10,3,Travel_Rarely,2,3,2,4,Yes,0,2,14,No
24,Male,Divorced,Research & Development,Research Scientist,Human Resources,3,4529,16,1,1,1,2,Travel_Rarely,3,2,3,4,No,1,2,18,No
38,Male,Married,Research & Development,Manufacturing Director,Other,3,9267,15,1,1,10,4,Travel_Rarely,2,3,2,3,Yes,0,3,11,No
37,Male,Married,Research & Development,Research Scientist,Marketing,1,6253,18,16,0,16,1,Non-Travel,1,4,3,3,No,2,3,14,No
31,Male,Divorced,Research & Development,Research Director,Technical Degree,3,15107,1,2,2,12,5,Non-Travel,1,2,2,3,No,0,0,14,No
34,Male,Single,Research & Development,Manufacturing Director,Marketing,3,9458,2,1,1,14,3,Travel_Rarely,3,4,3,3,No,0,2,13,No
52,Female,Married,Research & Development,Laboratory Technician,Other,2,3331,10,0,0,34,2,Travel_Rarely,2,2,2,3,Yes,0,1,15,No
34,Male,Married,Research & Development,Research Scientist,Other,1,5189,2,9,2,18,3,Travel_Rarely,2,1,4,3,Yes,0,2,11,No
32,Male,Married,Sales,Sales Representative,Human Resources,3,3223,25,3,3,9,3,Non-Travel,4,2,2,4,No,0,0,17,Yes
37,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,4,11136,4,8,3,18,3,Non-Travel,3,2,2,3,No,0,5,17,No
42,Female,Married,Sales,Sales Representative,Human Resources,3,1745,11,1,1,23,3,Travel_Frequently,3,2,2,3,No,1,1,11,Yes
32,Male,Married,Research & Development,Manufacturing Director,Other,2,12184,29,9,2,9,6,Non-Travel,1,4,1,3,No,0,4,17,No
29,Male,Married,Research & Development,Manufacturing Director,Other,4,11171,1,9,2,9,2,Travel_Rarely,3,1,3,3,No,0,1,18,No
22,Male,Married,Research & Development,Research Scientist,Medical,2,3168,8,0,0,0,1,Travel_Rarely,3,3,2,4,Yes,1,5,16,No
34,Male,Single,Research & Development,Research Director,Medical,3,16745,1,2,2,11,3,Travel_Rarely,4,4,3,3,No,0,4,17,No
20,Male,Married,Research & Development,Research Director,Technical Degree,3,15466,3,0,0,0,3,Travel_Frequently,2,1,2,3,No,0,3,17,No
36,Female,Divorced,Research & Development,Laboratory Technician,Medical,3,5398,5,9,3,16,2,Non-Travel,3,3,3,3,No,0,4,11,No
38,Male,Divorced,Sales,Sales Representative,Technical Degree,2,3739,5,7,0,19,3,Travel_Frequently,2,3,3,4,No,2,0,13,No
48,Female,Divorced,Research & Development,Manufacturing Director,Other,2,9181,13,5,2,27,1,Travel_Rarely,4,3,2,3,No,0,1,13,No
37,Male,Married,Research & Development,Research Director,Medical,4,14575,18,1,1,18,5,Travel_Rarely,3,1,3,3,No,1,1,18,No
40,Male,Married,Research & Development,Laboratory Technician,Marketing,4,3375,1,4,3,19,3,Travel_Frequently,1,4,3,4,No,0,2,11,No
40,Male,Single,Research & Development,Manufacturing Director,Marketing,3,8721,8,4,2,20,1,Travel_Rarely,4,4,3,3,No,0,5,13,No
29,Male,Married,Research & Development,Laboratory Technician,Human Resources,1,2424,24,5,5,12,5,Travel_Frequently,4,3,3,3,No,1,0,14,No
44,Male,Single,Research & Development,Research Scientist,Marketing,4,6120,1,5,5,19,2,Travel_Frequently,1,4,3,3,No,3,2,12,No
41,Female,Married,Sales,Sales Executive,Medical,4,7634,7,5,0,23,3,Travel_Rarely,4,1,3,3,No,0,3,11,No
47,Male,Married,Research & Development,Research Scientist,Marketing,3,7651,22,12,2,27,2,Travel_Rarely,2,3,3,3,Yes,2,3,12,No
31,Male,Married,Research & Development,Manufacturing Director,Technical Degree,3,9547,9,2,1,14,0,Travel_Rarely,4,2,1,4,Yes,0,3,11,No
28,Female,Divorced,Sales,Sales Representative,Marketing,3,2932,14,1,1,8,1,Travel_Rarely,3,2,3,3,Yes,1,3,14,No
25,Male,Divorced,Research & Development,Research Director,Other,3,16014,5,0,0,6,3,Travel_Rarely,1,3,2,3,No,1,1,18,No
40,Female,Divorced,Sales,Sales Executive,Human Resources,4,4926,2,1,1,20,3,Travel_Rarely,4,3,1,4,No,0,2,22,No
18,Male,Divorced,Human Resources,Human Resources,Other,5,3449,10,0,0,0,2,Travel_Rarely,1,4,3,4,No,0,6,11,Yes
24,Female,Married,Sales,Sales Representative,Technical Degree,2,3847,8,3,3,3,4,Travel_Rarely,1,4,3,3,Yes,0,1,11,Yes
35,Male,Single,Research & Development,Research Scientist,Medical,4,5748,2,9,0,15,1,Travel_Frequently,3,3,3,3,Yes,0,5,16,No
55,Female,Single,Research & Development,Research Director,Marketing,4,14340,1,5,1,31,3,Travel_Rarely,4,4,3,4,Yes,3,1,11,No
